248500	13
249000	9
249500	11
250000	11
250500	8
251000	9
251500	7
252000	12
252500	1
253000	9
253500	9
254000	11
254500	11
255000	15
255500	12
256000	10
256500	6
257000	11
257500	4
258000	8
258500	7
259000	9
259500	9
260000	9
260500	15
261000	7
261500	12
262000	9
262500	9
263000	12
263500	6
264000	4
264500	15
265000	7
265500	4
266000	11
266500	18
267000	19
267500	6
268000	12
268500	8
269000	7
269500	6
270000	8
270500	6
271000	5
271500	10
272000	10
272500	2
273000	8
273500	11
274000	9
274500	5
275000	6
275500	10
276000	10
276500	8
277000	16
277500	2
278000	11
278500	10
279000	9
279500	10
280000	6
280500	9
281000	5
281500	13
282000	12
282500	9
283000	7
283500	8
284000	10
284500	5
285000	3
285500	11
286000	8
286500	3
287000	5
287500	7
288000	9
288500	3
289000	5
289500	12
290000	10
290500	11
291000	6
291500	7
292000	9
292500	12
293000	7
293500	3
294000	8
294500	11
295000	5
295500	8
296000	5
296500	6
297000	4
297500	6
298000	7
298500	6
299000	3
299500	9
300000	6
300500	7
301000	5
301500	10
302000	8
302500	11
303000	10
303500	3
304000	7
304500	4
305000	7
305500	5
306000	13
306500	5
307000	6
307500	3
308000	8
308500	5
309000	12
309500	4
310000	6
310500	4
311000	7
311500	5
312000	9
312500	11
313000	8
313500	10
314000	5
314500	7
315000	7
315500	7
316000	9
316500	5
317000	5
317500	4
318000	5
318500	10
319000	2
319500	11
320000	2
320500	4
321000	6
321500	13
322000	7
322500	13
323000	5
323500	2
324000	5
324500	7
325000	5
325500	6
326000	6
326500	9
327000	3
327500	5
328000	9
328500	7
329000	10
329500	7
330000	3
330500	4
331000	5
331500	10
332000	10
332500	8
333000	5
333500	7
334000	10
334500	8
335000	6
335500	3
336000	6
336500	10
337000	12
337500	12
338000	8
338500	4
339000	4
339500	7
340000	3
340500	5
341000	5
341500	9
342000	6
342500	6
343000	7
343500	9
344000	6
344500	5
345000	10
345500	7
346000	9
346500	2
347000	8
347500	6
348000	4
348500	9
349000	10
349500	9
350000	4
350500	7
351000	11
351500	9
352000	6
352500	7
353000	7
353500	8
354000	8
354500	6
355000	6
355500	8
356000	5
356500	5
357000	8
357500	7
358000	8
358500	8
359000	7
359500	5
360000	13
360500	6
361000	7
361500	10
362000	7
362500	11
363000	4
363500	7
364000	4
364500	10
365000	5
365500	6
366000	7
366500	2
367000	7
367500	8
368000	4
368500	10
369000	6
369500	8
370000	8
370500	3
371000	11
371500	5
372000	6
372500	9
373000	2
373500	5
374000	7
374500	6
375000	11
375500	10
376000	9
376500	3
377000	8
377500	4
378000	11
378500	8
379000	5
379500	7
380000	12
380500	4
381000	5
381500	9
382000	7
382500	9
383000	5
383500	4
384000	7
384500	8
385000	5
385500	8
386000	6
386500	7
387000	4
387500	6
388000	6
388500	4
389000	10
389500	6
390000	6
390500	7
391000	4
391500	7
392000	10
392500	5
393000	4
393500	8
394000	2
394500	11
395000	8
395500	7
396000	4
396500	5
397000	1
397500	6
398000	7
398500	4
399000	6
399500	6
400000	8
400500	7
401000	2
401500	5
402000	9
402500	4
403000	5
403500	8
404000	9
404500	7
405000	9
405500	4
406000	5
406500	6
407000	5
407500	4
408000	4
408500	5
409000	6
409500	2
410000	4
410500	4
411000	9
411500	5
412000	7
412500	4
413000	6
413500	3
414000	9
414500	2
415000	7
415500	4
416000	3
416500	4
417000	8
417500	9
418000	7
418500	6
419000	7
419500	7
420000	6
420500	10
421000	5
421500	7
422000	4
422500	8
423000	5
423500	9
424000	3
424500	5
425000	4
425500	4
426000	5
426500	5
427000	5
427500	4
428000	5
428500	7
429000	2
429500	7
430000	4
430500	3
431000	3
431500	6
432000	5
432500	9
433000	3
433500	4
434000	7
434500	6
435000	5
435500	6
436000	2
436500	5
437000	11
437500	4
438000	4
438500	7
439000	10
439500	5
440000	1
440500	5
441000	3
441500	5
442000	2
442500	5
443000	8
443500	8
444000	2
444500	1
445000	5
445500	5
446000	4
446500	4
447000	3
447500	3
448000	8
448500	6
449000	3
449500	7
450000	6
450500	5
451000	3
451500	5
452000	6
452500	5
453000	5
453500	5
454000	9
454500	6
455000	4
455500	3
456000	6
456500	8
457000	6
457500	7
458000	7
458500	4
459000	6
459500	5
460000	2
460500	6
461000	3
461500	5
462000	3
462500	3
463000	4
463500	5
464000	11
464500	8
465000	4
465500	7
466000	5
466500	5
467000	8
467500	6
468000	3
468500	4
469000	6
469500	5
470000	5
470500	6
471000	12
471500	8
472000	6
472500	2
473000	2
473500	2
474000	6
474500	3
475000	6
475500	5
476000	8
476500	3
477000	6
477500	4
478000	4
478500	4
479000	4
479500	7
480000	14
480500	2
481000	2
481500	5
482000	2
482500	7
483000	3
483500	10
484000	4
484500	4
485000	4
485500	7
486000	1
486500	7
487000	2
487500	6
488000	3
488500	4
489000	3
489500	5
490000	5
490500	5
491000	4
491500	2
492000	8
492500	2
493000	3
493500	3
494000	4
494500	7
495000	6
495500	4
496000	4
496500	4
497000	4
497500	5
498000	6
498500	3
499000	5
499500	7
500000	4
500500	4
501000	5
501500	3
502000	5
502500	8
503000	6
503500	8
504000	7
504500	5
505000	4
505500	7
506000	5
506500	12
507000	7
507500	3
508000	10
508500	5
509000	3
509500	5
510000	6
510500	11
511000	5
511500	4
512000	6
512500	6
513000	5
513500	7
514000	3
514500	3
515000	5
515500	7
516000	8
516500	3
517000	9
517500	6
518000	13
518500	6
519000	6
519500	7
520000	2
520500	5
521000	7
521500	4
522000	5
522500	8
523000	6
523500	4
524000	3
524500	9
525000	4
525500	3
526000	5
526500	6
527000	4
527500	4
528000	4
528500	6
529000	3
529500	6
530000	4
530500	5
531000	7
531500	3
532000	5
532500	3
533000	2
533500	2
534000	1
534500	5
535000	4
535500	7
536000	5
536500	6
537000	6
537500	3
538000	4
538500	7
539000	4
539500	10
540000	8
540500	4
541000	5
541500	4
542000	4
542500	3
543000	3
543500	7
544000	3
544500	11
545000	3
545500	6
546000	7
546500	3
547000	5
547500	7
548000	6
548500	3
549000	8
549500	2
550000	8
550500	2
551000	5
551500	3
552000	6
552500	5
553000	5
553500	2
554000	6
554500	5
555000	2
555500	2
556000	3
556500	2
557000	3
557500	4
558000	8
558500	8
559000	4
559500	4
560000	4
560500	10
561000	3
561500	4
562000	6
562500	3
563000	3
563500	4
564000	4
564500	3
565000	8
565500	7
566000	1
566500	7
567000	6
567500	7
568000	9
568500	6
569000	7
569500	4
570000	5
570500	9
571000	8
571500	3
572000	6
572500	4
573000	3
573500	8
574000	5
574500	5
575000	5
575500	7
576000	6
576500	7
577000	7
577500	5
578000	9
578500	5
579000	8
579500	3
580000	2
580500	4
581000	6
581500	6
582000	5
582500	4
583000	7
583500	8
584000	2
584500	3
585000	3
585500	4
586000	5
586500	9
587000	7
587500	4
588000	3
588500	2
589000	1
589500	3
590000	5
590500	7
591000	5
591500	3
592000	1
592500	2
593000	6
593500	3
594000	5
594500	3
595000	6
595500	4
596000	5
596500	5
597000	2
597500	10
598000	6
598500	4
599000	1
599500	5
600000	6
