0	0
500	16
1000	25
1500	19
2000	16
2500	18
3000	16
3500	21
4000	20
4500	14
5000	18
5500	14
6000	20
6500	24
7000	20
7500	19
8000	25
8500	20
9000	19
9500	24
10000	27
10500	24
11000	29
11500	26
12000	23
12500	27
13000	21
13500	22
14000	22
14500	25
15000	23
15500	22
16000	26
16500	34
17000	34
17500	34
18000	33
18500	32
19000	34
19500	30
20000	35
20500	33
21000	33
21500	19
22000	25
22500	30
23000	32
23500	40
24000	36
24500	30
25000	32
25500	28
26000	29
26500	30
27000	35
27500	41
28000	33
28500	33
29000	36
29500	30
30000	38
30500	43
31000	37
31500	36
32000	28
32500	35
33000	33
33500	40
34000	36
34500	35
35000	42
35500	28
36000	39
36500	35
37000	32
37500	36
38000	43
38500	33
39000	31
39500	30
40000	32
40500	36
41000	38
41500	23
42000	31
42500	40
43000	31
43500	22
44000	33
44500	30
45000	42
45500	41
46000	25
46500	31
47000	22
47500	24
48000	40
48500	31
49000	33
49500	23
50000	38
50500	40
51000	26
51500	34
52000	37
52500	29
53000	35
53500	30
54000	33
54500	24
55000	25
55500	27
56000	28
56500	30
57000	23
57500	37
58000	32
58500	30
59000	31
59500	30
60000	31
60500	38
61000	39
61500	30
62000	29
62500	26
63000	30
63500	36
64000	27
64500	24
65000	32
65500	29
66000	30
66500	34
67000	21
67500	39
68000	31
68500	35
69000	25
69500	33
70000	31
70500	34
71000	29
71500	35
72000	33
72500	30
73000	33
73500	31
74000	33
74500	31
75000	30
75500	21
76000	29
76500	26
77000	25
77500	27
78000	30
78500	24
79000	15
79500	23
80000	25
80500	35
81000	24
81500	28
82000	37
82500	27
83000	29
83500	27
84000	25
84500	27
85000	17
85500	23
86000	20
86500	25
87000	25
87500	31
88000	30
88500	25
89000	21
89500	31
90000	32
90500	22
91000	26
91500	23
92000	40
92500	24
93000	28
93500	23
94000	18
94500	22
95000	22
95500	24
96000	16
96500	30
97000	26
97500	27
98000	23
98500	26
99000	24
99500	27
100000	27
100500	31
101000	29
101500	20
102000	31
102500	22
103000	26
103500	28
104000	28
104500	24
105000	22
105500	26
106000	30
106500	26
107000	17
107500	24
108000	35
108500	21
109000	19
109500	21
110000	26
110500	18
111000	21
111500	21
112000	23
112500	25
113000	20
113500	31
114000	28
114500	17
115000	22
115500	23
116000	19
116500	12
117000	27
117500	20
118000	23
118500	20
119000	17
119500	17
120000	27
120500	28
121000	25
121500	20
122000	19
122500	18
123000	20
123500	25
124000	17
124500	15
125000	17
125500	14
126000	18
126500	19
127000	12
127500	18
128000	15
128500	17
129000	19
129500	15
130000	16
130500	18
131000	17
131500	21
132000	23
132500	24
133000	15
133500	20
134000	15
134500	17
135000	15
135500	18
136000	19
136500	19
137000	16
137500	17
138000	19
138500	13
139000	19
139500	16
140000	9
140500	14
141000	12
141500	19
142000	22
142500	21
143000	14
143500	10
144000	18
144500	8
145000	14
145500	17
146000	19
146500	20
147000	17
147500	24
148000	15
148500	12
149000	14
149500	18
150000	18
150500	12
151000	19
151500	14
152000	17
152500	14
153000	11
153500	16
154000	15
154500	14
155000	18
155500	16
156000	22
156500	17
157000	13
157500	15
158000	18
158500	18
159000	15
159500	18
160000	17
160500	14
161000	15
161500	6
162000	13
162500	15
163000	21
163500	15
164000	9
164500	21
165000	13
165500	16
166000	17
166500	9
167000	12
167500	14
168000	15
168500	24
169000	16
169500	13
170000	19
170500	18
171000	14
171500	11
172000	12
172500	8
173000	15
173500	7
174000	15
174500	9
175000	9
175500	14
176000	11
176500	7
177000	10
177500	11
178000	13
178500	10
179000	18
179500	8
180000	13
180500	12
181000	13
181500	8
182000	10
182500	11
183000	18
183500	12
184000	12
184500	14
185000	9
185500	19
186000	13
186500	12
187000	11
187500	18
188000	12
188500	8
189000	9
189500	8
190000	12
190500	10
191000	7
191500	12
192000	11
192500	14
193000	6
193500	11
194000	11
194500	7
195000	12
195500	14
196000	12
196500	9
197000	8
197500	8
198000	21
198500	10
199000	11
199500	19
200000	17
200500	15
201000	17
201500	10
202000	11
202500	8
203000	8
203500	14
204000	12
204500	12
205000	6
205500	9
206000	12
206500	8
207000	7
207500	15
208000	11
208500	7
209000	13
209500	11
210000	8
210500	13
211000	9
211500	12
212000	6
212500	11
213000	12
213500	11
214000	12
214500	11
215000	8
215500	10
216000	8
216500	7
217000	10
217500	9
218000	11
218500	14
219000	13
219500	8
220000	12
220500	13
221000	7
221500	11
222000	10
222500	11
223000	12
223500	12
224000	10
224500	7
225000	14
225500	9
226000	12
226500	8
227000	8
227500	8
228000	11
228500	8
229000	8
229500	5
230000	12
230500	16
231000	13
231500	12
232000	14
232500	5
233000	6
233500	11
234000	9
234500	15
235000	9
235500	12
236000	14
236500	12
237000	6
237500	3
238000	7
238500	11
239000	10
239500	11
240000	9
240500	10
241000	14
241500	9
242000	9
242500	8
243000	11
243500	9
244000	9
244500	14
245000	6
245500	7
246000	9
246500	9
247000	7
247500	7
248000	12
